# FourierLab signal 'mixed(5Hz+20Hz+50Hz)+noise'
# sample_rate=256.0
t,y
0.0,0.01257302210933933
0.00390625,0.5332073703196889
0.0078125,0.8496359079315938
0.01171875,0.7651568627477462
0.015625,0.6836125096848839
0.01953125,0.8998182440995443
0.0234375,1.0758883732377673
0.02734375,0.8549648292631694
0.03125,0.33100601165555427
0.03515625,0.08845289498377115
0.0390625,0.33076704327677797
0.04296875,0.7539710075880134
0.046875,0.7376338554862774
0.05078125,0.978232186487077
0.0546875,0.9433335864148361
0.05859375,1.2459989438132155
0.0625,1.510874990462865
0.06640625,1.4602154662706623
0.0703125,1.1025522735619475
0.07421875,0.6835007394216063
0.078125,0.3190840550827769
0.08203125,0.4042786011591837
0.0859375,0.062031053026447194
0.08984375,-0.11982388559242758
0.09375,-0.252891956914222
0.09765625,-0.19648833622088036
0.1015625,0.06840690911046465
0.10546875,0.2518975176886356
0.109375,0.16490057083767226
0.11328125,-0.05717516032194034
0.1171875,-0.35393184706836994
0.12109375,-0.33307280897635505
0.125,-0.5230292821779948
0.12890625,-0.9025822668925793
0.1328125,-1.4065995945734582
0.13671875,-1.5478105701356908
0.140625,-1.445244898526461
0.14453125,-1.1176003458470853
0.1484375,-0.9236637228419041
0.15234375,-0.8371167944987876
0.15625,-0.9379143495226258
0.16015625,-0.3098521003875421
0.1640625,-0.08762104339715604
0.16796875,-0.2610773375998086
0.171875,-0.6663372207511822
0.17578125,-0.9639476469943984
0.1796875,-0.7472857807144505
0.18359375,-0.5570351341342763
0.1875,-0.5610985891411678
0.19140625,-0.6616740318616954
0.1953125,-0.5878144952337083
0.19921875,-0.24297769789656298
0.203125,0.4552073656606047
0.20703125,0.8318954666420003
0.2109375,0.6403894117679859
0.21484375,0.7678346122978773
0.21875,0.8755733066220824
0.22265625,1.0161096790482875
0.2265625,0.7013784205408482
0.23046875,0.404871818974786
0.234375,0.1801809172977437
0.23828125,0.2155996958827093
0.2421875,0.855111891589013
0.24609375,0.8954989063781004
0.25,1.0328969629460194
0.25390625,1.014011835427711
0.2578125,1.417234690393299
0.26171875,1.6654418097176664
0.265625,1.6033533489671359
0.26953125,0.943776562059812
0.2734375,0.667314930919343
0.27734375,0.42820889833320797
0.28125,0.37894968648356275
0.28515625,0.10910954855877612
0.2890625,0.08675528497433063
0.29296875,-0.460088589821957
0.296875,-0.3257713004950153
0.30078125,0.16656837643392358
0.3046875,0.33499704877140934
0.30859375,0.4599981517498606
0.3125,-0.005252869351153364
0.31640625,-0.29605482769951513
0.3203125,-0.3360671104399977
0.32421875,-0.5556403356952961
0.328125,-0.9810061395800216
0.33203125,-1.287457503752736
0.3359375,-1.5276534192302194
0.33984375,-1.3083560013805136
0.34375,-1.2250233436202396
0.34765625,-0.8392102590921523
0.3515625,-1.0242684133431759
0.35546875,-0.7084754744156162
0.359375,-0.5772972185980498
0.36328125,-0.31861999960160503
0.3671875,-0.2624131760205858
0.37109375,-0.5168807214051054
0.375,-0.8910058235150113
0.37890625,-0.9768608120844036
0.3828125,-0.9093574310796142
0.38671875,-0.8714399768327764
0.390625,-0.7409742229258467
0.39453125,-0.5870225295065016
0.3984375,-0.25732164196321167
0.40234375,0.24558220737345948
0.40625,0.8207238343738271
0.41015625,0.654298978928056
0.4140625,0.655252856979528
0.41796875,0.8644647710239874
0.421875,0.711834929592654
0.42578125,0.9078817231822272
0.4296875,0.48686175939580395
0.43359375,0.2592564700576268
0.4375,0.2748880236518962
0.44140625,0.6285378918117138
0.4453125,0.9798455324601199
0.44921875,0.9234493094222329
0.453125,1.1623307226254243
0.45703125,1.2741752293185447
0.4609375,1.5743669070658535
0.46484375,1.6879399584137584
0.46875,1.3403185115394272
0.47265625,0.838568828120583
0.4765625,0.4051889020435709
0.48046875,0.14528025912812628
0.484375,0.1921095166473
0.48828125,-0.11182824198013833
0.4921875,-0.4419074599322789
0.49609375,-0.27575122715908795
0.5,-0.05685494541476468
0.50390625,0.1986160624492395
0.5078125,0.19533317507358056
0.51171875,0.06171848593335984
0.515625,-0.16974683173396196
0.51953125,-0.15571189725041293
0.5234375,-0.3990210078216883
0.52734375,-0.6499769841414432
0.53125,-1.1213332066915855
0.53515625,-1.4564369966876833
0.5390625,-1.7265240314632235
0.54296875,-1.078697478503427
0.546875,-0.9862705195693737
0.55078125,-0.956909149226742
0.5546875,-0.8733055970157954
0.55859375,-0.5700507362802408
0.5625,-0.2505167542487406
0.56640625,-0.28421983116370714
0.5703125,-0.7351893728743546
0.57421875,-0.8801362362163373
0.578125,-1.0172222318021773
0.58203125,-0.6943466444161889
0.5859375,-0.7554363170849935
0.58984375,-0.7739908377888174
0.59375,-0.8183802146726737
0.59765625,-0.40408093998611677
0.6015625,0.23973887653202589
0.60546875,0.5374563144087249
0.609375,0.8213110193427882
0.61328125,0.7206807299962601
0.6171875,0.6566634791714244
0.62109375,0.6784846431322932
0.625,0.9584119945745779
0.62890625,0.5902676259977206
0.6328125,0.23439087185463633
0.63671875,0.22145620738208327
0.640625,0.7156662279679064
0.64453125,0.8609362053941114
0.6484375,1.0041915688611582
0.65234375,0.859413717368974
0.65625,1.3142966711298563
0.66015625,1.5295606816690546
0.6640625,1.6924634871720194
0.66796875,1.3552659259507291
0.671875,0.9449036018238256
0.67578125,0.48362040744281687
0.6796875,0.35962966770262095
0.68359375,0.21751612283947025
0.6875,-0.12328400620179675
0.69140625,-0.1568734586050196
0.6953125,-0.5235875510498509
0.69921875,-0.0970570447483213
0.703125,0.23916624947352652
0.70703125,0.22375947872217777
0.7109375,0.15675816499215994
0.71484375,-0.1909332231704911
0.71875,-0.32224036145907486
0.72265625,-0.3078561061577888
0.7265625,-0.7097699375491893
0.73046875,-1.0252295526406476
0.734375,-1.504872579065912
0.73828125,-1.5808390096929257
0.7421875,-1.4533139001116397
0.74609375,-1.1706444096652215
0.75,-0.8913169215231665
0.75390625,-0.9501503855334507
0.7578125,-0.7094876104439579
0.76171875,-0.16825472523572535
0.765625,-0.35208936641945476
0.76953125,-0.5296078561628239
0.7734375,-0.8670489848924139
0.77734375,-0.8878716784988671
0.78125,-0.8989404569702619
0.78515625,-0.7896641911410796
0.7890625,-0.9297404978314561
0.79296875,-0.6933130327325818
0.796875,-0.37503884312111413
0.80078125,0.07450815992822094
0.8046875,0.6398865308537329
0.80859375,0.663919796059198
0.8125,0.6940807606536872
0.81640625,0.8908560610515244
0.8203125,0.9066609224748571
0.82421875,1.1635917142203493
0.828125,0.6140635095683957
0.83203125,0.39723691934228456
0.8359375,0.20265800299207515
0.83984375,0.5178262625442627
0.84375,0.811286660346336
0.84765625,0.9303400979799469
0.8515625,0.9152995934158664
0.85546875,1.4112426563826932
0.859375,1.3721275316122084
0.86328125,1.3816817720163606
0.8671875,1.3632054460337582
0.87109375,1.0244707980735663
0.875,0.457105937868078
0.87890625,0.4481998717377109
0.8828125,0.35320985599889393
0.88671875,0.06396080908652658
0.890625,-0.25789474768201637
0.89453125,-0.44455015601724857
0.8984375,-0.21275348827718052
0.90234375,0.05857525853040274
0.90625,0.46367860423271245
0.91015625,0.3140449713143316
0.9140625,-0.25416432734788125
0.91796875,-0.3858005516728583
0.921875,-0.5087887070858755
0.92578125,-0.6756348255505538
0.9296875,-1.3720229000528594
0.93359375,-1.606073377570769
0.9375,-1.4356093487685453
0.94140625,-1.3537929322300042
0.9453125,-0.9824662576548031
0.94921875,-1.0490082592645402
0.953125,-0.7940702032508469
0.95703125,-0.7299166113519078
0.9609375,-0.43129471874485914
0.96484375,0.04024736044873181
0.96875,-0.43382672086479496
0.97265625,-0.8823790679228527
0.9765625,-0.9252973685287398
0.98046875,-0.8675422424644003
0.984375,-0.6305469916843692
0.98828125,-0.8468302434822217
0.9921875,-0.7051219497393246
0.99609375,-0.46114300959138876
